"session","date","type","title","result","totalvotes","d-yes","r-yes","i-yes","d-no","r-no","i-no","d-nv","r-nv","i-nv"
"107","2001-06-28 12:14:00","h","Amendment 8 to H.R. 2311","Failed 102-321, 10 not voting","433","92","9","1","117","202","2","1","9","0"
"107","2001-06-28 12:26:00","h","Amendment 10 to H.R. 2311","Failed 210-213, 10 not voting","433","170","38","2","40","172","1","0","10","0"
"107","2001-06-28 12:45:00","h","On Passage - House - H.R. 2311 Energy and Water Development Appropriations for FY 2002","Passed 405-15, 13 not voting","433","204","198","3","2","13","0","4","9","0"
"107","2001-06-28 17:53:00","h","Amendment 7 to H.R. 2330","Agreed to 324-89, 20 not voting","433","205","117","2","1","87","1","4","16","0"
"107","2001-06-28 18:01:00","h","Amendment 8 to H.R. 2330","Agreed to 271-140, 22 not voting","433","206","64","1","0","138","2","4","18","0"
"107","2001-06-28 18:09:00","h","Amendment 9 to H.R. 2330","Agreed to 291-115, 27 not voting","433","200","90","1","2","111","2","8","19","0"
"107","2001-07-11 15:08:00","h","Amendment 14 to H.R. 2330","Failed 159-267, 7 not voting","433","123","35","1","84","181","2","3","4","0"
"107","2001-07-11 15:22:00","h","Amendment 17 to H.R. 2330","Agreed to 324-101, 8 not voting","433","173","148","3","33","68","0","4","4","0"
"107","2001-07-11 15:32:00","h","Amendment 18 to H.R. 2330","Failed 145-279, 9 not voting","433","130","13","2","76","202","1","4","5","0"
"107","2001-07-11 18:19:00","h","Amendment 26 to H.R. 2330","Failed 155-272, 6 not voting","433","76","79","0","131","138","3","3","3","0"
"107","2001-07-11 18:28:00","h","Amendment 27 to H.R. 2330","Failed 85-341, 7 not voting","433","24","61","0","182","156","3","4","3","0"
"107","2001-07-11 18:48:00","h","On Passage - House - H.R. 2330 Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations for FY 2002","Passed 414-16, 3 not voting","433","207","204","3","2","14","0","1","2","0"
"107","2001-07-12 12:08:00","h","On Motion to Go to Conference: H.R. 2216 2001 Supplemental Appropriations Act","Passed 423-3, 7 not voting","433","206","214","3","3","0","0","1","6","0"
"107","2001-07-12 13:23:00","h","On Motion to Instruct Conferees: H.R. 2216 2001 Supplemental Appropriations Act","Failed 205-219, 9 not voting","433","202","2","1","3","214","2","5","4","0"
"107","2001-07-17 12:30:00","s","On Passage - House - S 360 To honor Paul D. Coverdell - Under Suspension of the Rules","Passed 330-61, 42 not voting (2/3 required)","433","132","196","2","53","8","0","17","13","1"
"107","2001-03-01 14:15:00","h","Jackson-Lee of Texas Amendment Number 6: Amendment 5 to H.R. 333","Failed 160-258, 14 not voting","432","158","1","1","46","210","2","7","7","0"
"107","2001-07-17 15:57:00","hj","Amendment 1 to H J RES 36","Failed 100-324, 9 not voting","433","94","5","1","109","213","2","7","2","0"
"107","2001-07-17 16:14:00","hj","On Passage - House - H J RES 36 Proposing an amendment to the Constitution of the United States authorizing the Congress to prohibit the physical desecration of the flag of the United States","Passed 298-125, 10 not voting (2/3 required)","433","90","206","2","113","11","1","7","3","0"
"107","2001-07-17 21:02:00","h","Amendment 2 to H.R. 2500","Failed 187-227, 19 not voting","433","102","84","1","103","122","2","5","14","0"
"107","2001-07-17 21:13:00","h","Amendment 4 to H.R. 2500","Failed 172-244, 17 not voting","433","148","22","2","54","189","1","8","9","0"
"107","2001-07-17 21:35:00","h","Amendment 5 to H.R. 2500","Failed 169-253, 11 not voting","433","151","17","1","54","197","2","5","6","0"
"107","2001-07-18 12:23:00","h","On Motion to go to Conference: H.R. 1 No Child Left Behind Act","Passed 424-5, 4 not voting","433","209","213","2","1","3","1","0","4","0"
"107","2001-07-18 12:46:00","h","Table Motion to Instruct Conferees: H.R. 1 No Child Left Behind Act","Passed 296-126, 11 not voting","433","99","196","1","109","16","1","2","8","1"
"107","2001-07-18 16:34:00","h","Amendment 7 to H.R. 2500","Failed 209-217, 7 not voting","433","206","2","1","3","212","2","1","6","0"
"107","2001-03-01 14:49:00","h","On Motion to Recommit with Instructions: H.R. 333 Bankruptcy Abuse Prevention and Consumer Protection Act","Failed 165-253, 14 not voting","432","160","4","1","43","208","2","8","6","0"
"107","2001-07-18 16:46:00","h","Amendment 9 to H.R. 2500","Failed 215-215, 3 not voting","433","209","5","1","1","212","2","0","3","0"
"107","2001-07-18 16:54:00","h","Amendment 11 to H.R. 2500","Agreed to 424-6, 3 not voting","433","203","218","3","6","0","0","1","2","0"
"107","2001-07-18 17:04:00","h","Amendment 20 to H.R. 2500","Failed 189-242, 2 not voting","433","182","6","1","28","212","2","0","2","0"
"107","2001-07-18 21:09:00","h","Amendment 22 to H.R. 2500","Agreed to 395-33, 5 not voting","433","201","191","3","7","26","0","2","3","0"
"107","2001-07-18 21:19:00","h","Amendment 23 to H.R. 2500","Failed 161-268, 4 not voting","433","147","14","0","61","204","3","2","2","0"
"107","2001-07-18 21:27:00","h","Amendment 24 to H.R. 2500","Failed 62-364, 7 not voting","433","5","56","1","199","163","2","6","1","0"
"107","2001-07-18 21:34:00","h","Amendment 25 to H.R. 2500","Failed 71-359, 3 not voting","433","3","67","1","205","152","2","2","1","0"
"107","2001-07-18 21:43:00","h","Amendment 28 to H.R. 2500","Failed 123-306, 4 not voting","433","120","2","1","87","217","2","3","1","0"
"107","2001-07-18 22:01:00","h","On Passage - House - H.R. 2500 Commerce, Justice, and State Appropriations for FY 2002","Passed 408-19, 6 not voting","433","203","202","3","3","16","0","4","2","0"
"107","2001-03-01 14:57:00","h","On Passage - House - H.R. 333 Bankruptcy Abuse Prevention and Consumer Protection Act","Passed 306-108, 18 not voting","432","93","211","2","107","0","1","11","7","0"
"107","2001-07-19 15:30:00","h","Amendment 1 to H.R. 7","Failed 168-261, 4 not voting","433","167","0","1","40","219","2","3","1","0"
"107","2001-07-19 16:01:00","h","On Motion to Recommit with Instructions: H.R. 7 The Community Solutions Act","Failed 195-234, 4 not voting","433","190","4","1","17","215","2","3","1","0"
"107","2001-07-19 16:11:00","h","On Passage - House - H.R. 7 The Community Solutions Act","Passed 233-198, 3 not voting","434","15","216","2","193","4","1","2","1","0"
"107","2001-07-19 19:09:00","hj","On Passage - House - H J RES 50 Disapproving Normal Trade Relations for China","Failed 169-259, 6 not voting","434","105","62","2","102","156","1","3","3","0"
"107","2001-07-20 10:10:00","h","On the Conference Report - House - H.R. 2216 2001 Supplemental Appropriations Act","Passed 375-30, 28 not voting","433","184","189","2","11","18","1","15","13","0"
"107","2001-07-23 18:26:00","h","On Passage - House - H.R. 2137 Criminal Law Technical Amendments Act of 2001 - Under Suspension of the Rules","Passed 374-0, 59 not voting (2/3 required)","433","177","194","3","0","0","0","33","26","0"
"107","2001-07-23 18:36:00","h","On Passage - House - H.R. 1892 Family Sponsor Immigration Act - Under Suspension of the Rules","Passed 379-0, 54 not voting (2/3 required)","433","178","198","3","0","0","0","32","22","0"
"107","2001-07-23 18:44:00","s","On Passage - House - S 468 James C. Corman Federal Building Designation Act - Under Suspension of the Rules","Passed 381-0, 52 not voting (2/3 required)","433","179","199","3","0","0","0","31","21","0"
"107","2001-03-06 18:28:00","h","On Passage - House - H.R. 724 To Authorize Appropriations to Carry Out Part B of Title I of the Energy Policy and Conservation Act, relating to the Strategic Petroleum Reserve - Under Suspension of the Rules","Passed 400-2, 30 not voting (2/3 required)","432","199","199","2","0","2","0","12","17","1"
"107","2001-07-24 13:10:00","h","Amendment 6 to H.R. 2506","Agreed to 258-162, 13 not voting","433","169","87","2","34","127","1","7","6","0"
"107","2001-07-24 13:19:00","h","Amendment 7 to H.R. 2506","Failed 47-375, 11 not voting","433","6","40","1","197","176","2","7","4","0"
"107","2001-07-24 16:50:00","h","Amendment 11 to H.R. 2506","Failed 188-240, 6 not voting","434","172","15","1","35","203","2","3","3","0"
"107","2001-07-24 16:59:00","h","Amendment 12 to H.R. 2506","Failed 179-249, 6 not voting","434","156","22","1","51","196","2","3","3","0"
"107","2001-07-24 21:42:00","h","Amendment 13 to H.R. 2506","Agreed to 268-159, 6 not voting","433","203","64","1","5","152","2","2","4","0"
"107","2001-07-24 21:50:00","h","Amendment 22 to H.R. 2506","Agreed to 427-0, 6 not voting","433","209","215","3","0","0","0","1","5","0"
"107","2001-07-24 22:09:00","h","On Passage - House - H.R. 2506 Foreign Operations Appropriations for Fiscal Year 2002","Passed 381-46, 6 not voting","433","199","180","2","10","35","1","1","5","0"
"107","2001-07-25 15:47:00","h","Amendment 3 to H.R. 2590","Failed 141-285, 7 not voting","433","140","0","1","65","218","2","5","2","0"
"107","2001-07-25 15:55:00","h","Amendment 4 to H.R. 2590","Failed 151-274, 8 not voting","433","150","0","1","54","218","2","6","2","0"
"107","2001-03-06 18:39:00","h","On Passage - House - H.R. 727 To Amend the Consumer Product Safety Act to Provide that Low-Speed Electric Bicycles are Consumer Products Subject to Such Act - Under Suspension of the Rules","Passed 401-1, 30 not voting (2/3 required)","432","197","202","2","0","1","0","14","15","1"
"107","2001-07-25 18:08:00","h","Amendment 12 to H.R. 2590","Agreed to 240-186, 7 not voting","433","172","67","1","34","150","2","4","3","0"
"107","2001-07-25 18:18:00","h","Amendment 13 to H.R. 2590","Failed 201-227, 5 not voting","433","160","40","1","47","178","2","3","2","0"
"107","2001-07-25 20:31:00","h","Amendment 14 to H.R. 2590","Failed 24-401, 8 not voting","433","4","20","0","202","196","3","4","4","0"
"107","2001-07-25 20:39:00","h","Amendment 16 to H.R. 2590","Failed 188-238, 7 not voting","433","187","0","1","20","216","2","3","4","0"
"107","2001-07-25 20:57:00","h","On Passage - House - H.R. 2590 Treasury, Postal Service, and General Government Appropriations for FY 2002","Passed 334-94, 5 not voting","433","161","172","1","46","46","2","3","2","0"
"107","2001-07-26 11:44:00","hj","On Passage - House - H J RES 55 Disapproving the Extension of the Waiver Authority Contained in Section 402(c) of the Trade Act of 1974 with Respect to Vietnam","Failed 91-324, 18 not voting","433","33","56","2","172","151","1","4","13","0"
"107","2001-07-26 12:06:00","h","On Passage - House - H.R. 1954 ILSA Extension Act - Under Suspension of the Rules","Passed 409-6, 18 not voting (2/3 required)","433","200","206","3","5","1","0","4","13","0"
"107","2001-07-26 22:14:00","h","Amendment 5 to H.R. 2620","Failed 107-311, 15 not voting","433","32","75","0","173","135","3","5","10","0"
"107","2001-07-26 22:22:00","h","Amendment 6 to H.R. 2620","Failed 139-284, 10 not voting","433","136","2","1","70","212","2","4","6","0"
"107","2001-07-26 22:29:00","h","Amendment 11 to H.R. 2620","Failed 60-360, 13 not voting","433","57","3","0","147","210","3","6","7","0"
"107","2001-07-26 22:39:00","h","Amendment 12 to H.R. 2620","Agreed to 216-209, 9 not voting","434","198","17","1","8","199","2","4","5","0"
"107","2001-07-26 22:47:00","h","Amendment 13 to H.R. 2620","Failed 124-300, 9 not voting","433","122","1","1","84","214","2","4","5","0"
"107","2001-07-27 13:32:00","h","Amendment 14 to H.R. 2620","Failed 163-247, 23 not voting","433","162","0","1","43","202","2","5","18","0"
"107","2001-07-27 13:41:00","h","Amendment 15 to H.R. 2620","Failed 197-213, 23 not voting","433","179","17","1","25","186","2","6","17","0"
"107","2001-07-27 13:50:00","h","Amendment 16 to H.R. 2620","Agreed to 218-189, 26 not voting","433","198","19","1","6","181","2","6","20","0"
"107","2001-07-27 13:58:00","h","Amendment 17 to H.R. 2620","Failed 182-214, 37 not voting","433","176","5","1","22","190","2","12","25","0"
"107","2001-07-30 23:11:00","h","Amendment 23 to H.R. 2620","Failed 99-325, 9 not voting","433","69","30","0","136","186","3","5","4","0"
"107","2001-07-30 23:19:00","h","Amendment 25 to H.R. 2620","Failed 190-231, 12 not voting","433","160","29","1","46","183","2","4","8","0"
"107","2001-07-30 23:29:00","h","Amendment 34 to H.R. 2620","Failed 212-212, 9 not voting","433","204","6","2","1","210","1","5","4","0"
"107","2001-07-30 23:58:00","h","On Motion to Recommit with Instructions: H.R. 2620 Departments of Veterans Affairs and Housing and Urban Development Appropriations for FY 2002","Failed 196-230, 7 not voting","433","195","0","1","11","217","2","4","3","0"
"107","2001-07-31 00:07:00","h","On Passage - House - H.R. 2620 Departments of Veterans Affairs and Housing and Urban Development Appropriations for FY 2002","Passed 336-89, 8 not voting","433","132","202","2","73","15","1","5","3","0"
"107","2001-07-31 12:16:00","h","On Passage - House - H.R. 2647 Legislative Branch Appropriations for Fiscal Year 2002","Passed 380-38, 15 not voting","433","184","194","2","16","21","1","10","5","0"
"107","2001-07-31 14:53:00","h","On Passage - House - H.R. 2540 Veterans Benefits Act - Under Suspension of the Rules","Passed 422-0, 11 not voting (2/3 required)","433","202","217","3","0","0","0","8","3","0"
"107","2001-07-31 17:49:00","h","Amendment 2 to H.R. 2505","Failed 178-249, 6 not voting","433","153","25","0","53","193","3","4","2","0"
"107","2001-07-31 18:21:00","h","On Motion to Recommit with Instructions: H.R. 2505 Human Cloning Prohibition Act","Failed 175-251, 7 not voting","433","156","19","0","49","199","3","5","2","0"
"107","2001-07-31 18:30:00","h","On Passage - House - H.R. 2505 Human Cloning Prohibition Act","Passed 265-162, 6 not voting","433","63","199","3","143","19","0","4","2","0"
"107","2001-07-31 19:56:00","h","On Motion to Suspend the Rules and Pass, Amended: H.R. 1140 Railroad Retirement and Survivors’ Improvement Act","Passed 384-33, 16 not voting (2/3 required)","433","198","183","3","2","31","0","10","6","0"
"107","2001-08-01 15:37:00","h","Amendment 1 to H.R. 4","Agreed to 281-148, 4 not voting","433","62","217","2","146","1","1","2","2","0"
"107","2001-03-07 14:14:00","h","On Passage - House - H.R. 624 Organ Donation Improvement Act - Under Suspension of the Rules","Passed 404-0, 28 not voting (2/3 required)","432","205","196","3","0","0","0","6","22","0"
"107","2001-08-01 15:45:00","h","Amendment 2 to H.R. 4","Agreed to 411-15, 7 not voting","433","205","203","3","3","12","0","2","5","0"
"107","2001-08-01 17:44:00","h","Amendment 3 to H.R. 4","Failed 160-269, 4 not voting","433","123","36","1","86","181","2","1","3","0"
"107","2001-08-01 17:55:00","h","Amendment 5 to H.R. 4","Failed 154-275, 4 not voting","433","31","123","0","178","94","3","1","3","0"
"107","2001-08-01 21:11:00","h","Amendment 6 to H.R. 4","Failed 125-300, 8 not voting","433","80","44","1","126","172","2","4","4","0"
"107","2001-08-01 21:20:00","h","Amendment 7 to H.R. 4","Failed 154-274, 5 not voting","433","150","3","1","57","215","2","3","2","0"
"107","2001-08-01 21:29:00","h","Amendment 11 to H.R. 4","Agreed to 241-186, 6 not voting","433","40","199","2","167","18","1","3","3","0"
"107","2001-08-01 21:38:00","h","Amendment 12 to H.R. 4","Agreed to 228-201, 5 not voting","434","41","185","2","166","34","1","3","2","0"
"107","2001-08-01 23:23:00","h","Amendment 13 to H.R. 4","Failed 206-223, 5 not voting","434","171","34","1","36","185","2","3","2","0"
"107","2001-08-01 23:36:00","h","Amendment 15 to H.R. 4","Agreed to 345-85, 4 not voting","434","194","148","3","14","71","0","2","2","0"
"107","2001-08-02 00:11:00","h","On Motion to Recommit with Instructions: H.R. 4 Securing America’s Future Energy Act","Failed 206-223, 5 not voting","434","204","1","1","4","217","2","2","3","0"
"107","2001-08-02 00:28:00","h","On Passage - House - H.R. 4 Securing America’s Future Energy Act","Passed 240-189, 5 not voting","434","36","202","2","172","16","1","2","3","0"
"107","2001-08-02 18:40:00","h","Amendment 1 to H.R. 2563","Agreed to 236-194, 4 not voting","434","18","216","2","191","2","1","1","3","0"
"107","2001-08-02 20:23:00","h","Amendment 2 to H.R. 2563","Agreed to 218-213, 3 not voting","434","3","213","2","206","6","1","1","2","0"
"107","2001-03-07 19:26:00","sj","On Passage - House - S J RES 6 Providing for Congressional Disapproval of the Rule Submitted by the Department of Labor Under Chapter 8 of Title 5, United States Code, Relating to Ergonomics","Passed 223-206, 4 not voting","433","16","205","2","192","13","1","3","1","0"
"107","2001-08-02 21:46:00","h","Amendment 3 to H.R. 2563","Failed 207-221, 5 not voting","433","5","200","2","202","18","1","3","2","0"
"107","2001-08-02 22:18:00","h","On Motion to Recommit with Instructions: H.R. 2563 Bipartisan Patient Protection Act","Failed 208-220, 6 not voting","434","204","3","1","3","215","2","3","3","0"
"107","2001-08-02 22:42:00","h","On Passage - House - H.R. 2563 Bipartisan Patient Protection Act","Passed 226-203, 5 not voting","434","5","219","2","202","0","1","3","2","0"
"107","2001-09-05 18:25:00","h","On Passage - House - H.R. 2291 Drug Free Communities Support Program Reauthorization Act - Under Suspension of the Rules","Passed 402-1, 28 not voting (2/3 required)","430","191","207","3","0","1","0","19","9","0"
"107","2001-09-06 14:07:00","h","On Passage - House - H.R. 2833 To promote freedom and democracy in Viet Nam","Passed 410-1, 19 not voting","430","200","207","3","0","1","0","10","9","0"
"107","2001-09-10 18:24:00","h","On Passage - House - H.R. 1766 Stan Parris Post Office Building - Under Suspension of the Rules","Passed 362-0, 68 not voting (2/3 required)","430","176","185","1","0","0","0","34","32","2"
"107","2001-09-10 18:36:00","h","On Passage - House - H.R. 1761 Herb Harris Post Office Building - Under Suspension of the Rules","Passed 365-0, 65 not voting (2/3 required)","430","179","185","1","0","0","0","31","32","2"
"107","2001-09-13 01:07:00","hj","On Passage - House - H J RES 61 Expressing the sense of the Senate and House of Representatives regarding the terrorist attacks launched against the United States on Sept. 11, 2001","Passed 408-0, 22 not voting","430","195","210","3","0","0","0","15","7","0"
"107","2001-09-13 12:36:00","h","On Passage - House - H.R. 2882 To provide for the expedited payment of certain benefits for a public safety officer who was killed or suffered a catastrophic injury as a direct result of a personal injury sustaned in the line of duty in connection with the terrorist attacks on September 11, 2001","Passed 413-0, 17 not voting","430","201","209","3","0","0","0","9","8","0"
"107","2001-09-13 14:55:00","h","On Passage - House - H.R. 2884 Victims of Terrorism Relief Act of 2001","Passed 418-0, 12 not voting","430","202","213","3","0","0","0","8","4","0"
"107","2001-09-14 14:12:00","h","On Passage - House - H.R. 2888 2001 Emergency Supplemental Appropriations Act for Recovery from and Response to Terrorist Attacks on the United States","Passed 422-0, 9 not voting","431","205","214","3","0","0","0","5","4","0"
"107","2001-09-14 23:17:00","hj","On Passage - House - H J RES 64 To authorize the use of United States Armed Forces against those responsible for the recent attacks launched against the United States.","Passed 420-1, 10 not voting","431","204","213","3","1","0","0","5","5","0"
"107","2001-09-20 12:46:00","h","On Passage - House - H.R. 2657 District of Columbia Family Court Act - Under Suspension of the Rules","Passed 408-0, 22 not voting (2/3 required)","430","198","207","3","0","0","0","12","10","0"
"107","2001-09-21 09:57:00","h","On Passage - House - H.R. 2904 Military Construction Appropriations for FY 2002","Passed 401-0, 29 not voting","430","192","206","3","0","0","0","18","11","0"
"107","2001-09-21 22:57:00","h","On Motion to Recommit with Instructions: H.R. 2926 Air Transportaion Safety and System Stabilization Act","Failed 174-239, 17 not voting","430","173","0","1","30","207","2","7","10","0"
"107","2001-09-21 23:06:00","h","On Passage - House - H.R. 2926 Air Transportaion Safety and System Stabilization Act","Passed 356-54, 20 not voting","430","155","200","1","46","6","2","7","11","0"
"107","2001-09-24 18:36:00","h","On Passage - House - H.R. 717 Muscular Dystrophy Community Assistance, Research and Education Amendments - Under Suspension of the Rules","Passed 383-0, 47 not voting (2/3 required)","430","188","193","2","0","0","0","22","24","1"
"107","2001-09-24 18:46:00","hj","On Passage - House - H J RES 65 Making continuing appropriations for FY 2002, and for other purposes","Passed 392-0, 38 not voting","430","190","200","2","0","0","0","20","17","1"
"107","2001-09-25 13:12:00","h","Amendment 3 to H.R. 2944","Failed 194-226, 10 not voting","430","18","174","2","184","41","1","8","2","0"
"107","2001-09-25 13:55:00","h","Amendment 5 to H.R. 2944","Failed 173-243, 14 not voting","430","159","13","1","40","201","2","11","3","0"
"107","2001-09-25 14:03:00","h","Amendment 4 to H.R. 2944","Agreed to 262-152, 16 not voting","430","54","206","2","143","8","1","13","3","0"
"107","2001-09-25 14:23:00","h","On Passage - House - H.R. 2944 District of Columbia Appropriations for Fiscal Year 2002","Passed 327-88, 15 not voting","430","188","137","2","11","76","1","10","4","0"
"107","2001-09-25 19:46:00","h","Amendment 5 to H.R. 2586","Agreed to 242-173, 15 not voting","430","50","190","2","147","25","1","13","2","0"
"107","2001-09-25 19:56:00","h","Amendment 6 to H.R. 2586","Failed 199-217, 14 not voting","430","166","32","1","32","183","2","12","2","0"
"107","2001-09-25 20:31:00","h","On Motion to Recommit with Instructions: H.R. 2586 Department of Defense Authorization for Fiscal Year 2002","Failed 197-221, 12 not voting","430","192","4","1","8","211","2","10","2","0"
"107","2001-09-25 20:42:00","h","On Passage - House - H.R. 2586 Department of Defense Authorization for Fiscal Year 2002","Passed 398-17, 15 not voting","430","183","212","3","16","1","0","11","4","0"
"107","2001-10-02 18:24:00","h","On Passage - House - H.R. 169 Notification and Federal Employee Antidiscrimination and Retaliation Act - Under Suspension of the Rules","Passed 420-0, 10 not voting (2/3 required)","430","205","212","3","0","0","0","5","5","0"
"107","2001-10-02 18:34:00","hj","On Passage - House - H J RES 42 Memorializing fallen firefighters by lowering the American flag to half-staff in honor of the National Fallen Firefighters Memorial Service in Emittsburg, Maryland. - Under Suspension of the Rules","Passed 420-0, 10 not voting (2/3 required)","430","205","212","3","0","0","0","5","5","0"
"107","2001-10-02 18:46:00","h","On Motion to Instruct Conferees: H.R. 2904 Military Construction Appropriations for FY 2002","Passed 417-1, 12 not voting","430","204","210","3","0","1","0","6","6","0"
"107","2001-10-03 14:31:00","h","Amendment 2 to H.R. 2646","Failed 100-323, 7 not voting","430","91","8","1","115","206","2","4","2","0"
"107","2001-10-03 14:40:00","h","Amendment 5 to H.R. 2646","Agreed to 418-5, 7 not voting","430","204","211","3","2","3","0","4","3","0"
"107","2001-10-03 14:51:00","h","Amendment 6 to H.R. 2646","Failed 187-238, 5 not voting","430","120","65","2","87","150","1","3","2","0"
"107","2001-10-04 17:06:00","h","Amendment 21 to H.R. 2646","Failed 200-226, 5 not voting","431","145","54","1","64","160","2","1","4","0"
"107","2001-10-04 19:35:00","h","Amendment 24 to H.R. 2646","Failed 177-239, 14 not voting","430","72","105","0","130","106","3","8","6","0"
"107","2001-10-04 22:49:00","h","Amendment 34 to H.R. 2646","Failed 194-224, 12 not voting","430","132","60","2","72","151","1","6","6","0"
"107","2001-10-04 22:59:00","h","Amendment 30 to H.R. 2646","Agreed to 235-183, 12 not voting","430","174","59","2","30","152","1","6","6","0"
"107","2001-10-04 23:08:00","h","Amendment 31 to H.R. 2646","Agreed to 296-121, 13 not voting","430","175","118","3","29","92","0","6","7","0"
"107","2001-10-05 12:25:00","h","On Passage - House - H.R. 2646 Farm Security Act","Passed 291-120, 19 not voting","430","139","150","2","61","58","1","10","9","0"
"107","2001-10-10 13:51:00","h","Amendment 1 to H.R. 1992","Failed 99-327, 4 not voting","430","97","1","1","113","212","2","0","4","0"
"107","2001-10-10 14:10:00","h","On Passage - House - H.R. 1992 Internet Equity and Education Act","Passed 354-70, 6 not voting","430","141","210","3","69","1","0","0","6","0"
"107","2001-10-11 17:01:00","h","Amendment 4 to H.R. 3061","Failed 76-349, 5 not voting","430","2","73","1","206","141","2","2","3","0"
"107","2001-10-11 19:40:00","h","Amendment 6 to H.R. 3061","Failed 107-312, 11 not voting","430","2","104","1","203","107","2","5","6","0"
"107","2001-10-11 19:48:00","h","Amendment 8 to H.R. 3061","Failed 106-311, 13 not voting","430","8","96","2","196","114","1","6","7","0"
"107","2001-10-11 19:56:00","h","Amendment 9 to H.R. 3061","Failed 156-262, 12 not voting","430","7","147","2","198","63","1","5","7","0"
"107","2001-10-11 20:14:00","h","On Passage - House - H.R. 3061 Labor-HHS-Education Appropriations for Fiscal Year 2002","Passed 373-43, 14 not voting","430","201","169","3","2","41","0","7","7","0"
"107","2001-10-12 16:18:00","h","On Motion to Recommit with Instructions: H.R. 2975 To Combat Terrorism","Failed 73-345, 12 not voting","430","72","1","0","133","209","3","5","7","0"
"107","2001-10-12 16:26:00","h","On Passage - House - H.R. 2975 To Combat Terrorism","Passed 337-79, 15 not voting","431","129","206","2","75","3","1","5","9","0"
"107","2001-10-16 19:47:00","h","On Passage - House - H.R. 2272 Coral Reef and Coastal Marine Conservation Act - Under Suspension of the Rules","Passed 382-32, 16 not voting (2/3 required)","430","199","180","3","5","27","0","6","10","0"
"107","2001-10-17 11:28:00","h","On Passage - House - H.R. 3004 Financial Anti-Terrorism Act - Under Suspension of the Rules","Passed 412-1, 17 not voting (2/3 required)","430","200","209","3","0","1","0","10","7","0"
"107","2001-10-17 12:05:00","s","On Closing Portions of the Conference: S 1438 National Defense Authorization Act for Fiscal Year 2002","Passed 420-0, 10 not voting","430","207","210","3","0","0","0","3","7","0"
"107","2001-10-17 13:31:00","h","On the Conference Report - House - H.R. 2217 Interior and Related Agencies Appropriations for FY 2002","Passed 380-28, 22 not voting","430","193","185","2","3","24","1","14","8","0"
"107","2001-10-17 13:45:00","h","On the Conference Report - House - H.R. 2904 Military Construction Appropriations for FY 2002","Passed 409-1, 20 not voting","430","200","206","3","0","1","0","10","10","0"
"107","2001-10-23 18:28:00","h","On Passage - House - H.R. 3086 Higher Education Relief Opportunities for Students Act - Under Suspension of the Rules","Passed 415-0, 15 not voting (2/3 required)","430","203","209","3","0","0","0","7","8","0"
"107","2001-10-23 19:04:00","h","On Passage - House - H.R. 3160 Bioterrorism Enforcement Act of 2001 - Under Suspension of the Rules","Passed 419-0, 13 not voting (2/3 required)","432","205","211","3","0","0","0","6","7","0"
"107","2001-10-23 19:15:00","h","On Passage - House - H.R. 2924 Property Protection Program for Power Marketing Administrations - Under Suspension of the Rules","Passed 418-0, 14 not voting (2/3 required)","432","205","210","3","0","0","0","6","8","0"
"107","2001-10-24 11:05:00","h","On Passage - House - H.R. 3162 To deter and punish terrorist acts in the United States and around the world - Under Suspension of the Rules","Passed 357-66, 9 not voting (2/3 required)","432","145","210","2","62","3","1","4","5","0"
"107","2001-10-24 16:07:00","h","Amendment 1 to H.R. 3090","Failed 166-261, 5 not voting","432","165","0","1","43","216","2","3","2","0"
"107","2001-10-24 16:38:00","h","On Motion to Recommit with Instructions: H.R. 3090 To Provide Tax Incentives for Economic Recovery","Failed 199-230, 4 not voting","433","198","0","1","11","217","2","2","2","0"
"107","2001-10-24 16:50:00","h","On Passage - House - H.R. 3090 To Provide Tax Incentives for Economic Recovery","Passed 216-214, 3 not voting","433","3","211","2","206","7","1","2","1","0"
"107","2001-10-25 11:29:00","hj","On Passage - House - H J RES 70 Making further continuing appropriations for Fiscal Year 2002","Passed 419-0, 13 not voting","432","206","210","3","0","0","0","5","8","0"
"107","2001-10-25 13:00:00","hj","On Passage - House - H J RES 71 Amending Title 36, United States Code, to designate September 11 as Patriot Day","Passed 407-0, 25 not voting","432","203","201","3","0","0","0","8","17","0"
"107","2001-10-30 18:35:00","h","On Passage - House - H.R. 2559 Federal Long-Term Care Insurance Amendments Act - Under Suspension of the Rules","Passed 406-1, 25 not voting (2/3 required)","432","200","203","3","0","1","0","11","14","0"
"107","2001-10-30 18:43:00","h","On Passage - House - H.R. 2910 Norman Sisisky Post Office Building Designation Act - Under Suspension of the Rules","Passed 405-0, 27 not voting (2/3 required)","432","200","202","3","0","0","0","11","16","0"
"107","2001-10-31 17:20:00","h","On the Conference Report - House - H.R. 2590 Treasury, Postal Service, and General Government Appropriations for FY 2002","Passed 339-85, 8 not voting","432","158","179","2","49","35","1","4","4","0"
"107","2001-11-01 12:53:00","h","On the Conference Report - House - H.R. 2311 Energy and Water Development Appropriations for FY 2002","Passed 399-29, 4 not voting","432","194","202","3","15","14","0","2","2","0"
"107","2001-11-01 13:04:00","h","On the Conference Report - House - H.R. 2647 Legislative Branch Appropriations for Fiscal Year 2002","Passed 374-52, 6 not voting","432","190","182","2","18","33","1","3","3","0"
